target_comb_idx,target_text,ctx_-4_speaker,ctx_-4_text,ctx_-3_speaker,ctx_-3_text,ctx_-2_speaker,ctx_-2_text,ctx_-1_speaker,ctx_-1_text,ctx_0_speaker,ctx_0_text,ctx_1_speaker,ctx_1_text,ctx_2_speaker,ctx_2_text,R1: References prior student content_final,R2: Builds on student content_final,R3: Invites further student thinking_final,C1. No student content available (N/A)_final,C2. Want annotation review_final
47_10,"Please, please, please listen to the directions. One person will have a bag. One person will have a piece of paper, and the two other people are gonna be guessers.",teacher,"Thank you for those of you that didn’t make comments. If you have to disagree with that, then you can raise your hand and tell us you disagree and why. Student T?",student,"I disagree because the rectangular prism is like, kind of a square, and the square prism is just like that.",teacher,"So we’re gonna talk a little bit about more why this is called a square prism and the other one’s called a rectangular prism. Technically, you could call this a rectangular prism because a square is a rectangle, but we’re gonna – we’re not gonna worry about the names. Student K, it’s not gonna help you if you just remember names of 3-D shapes. It’s really not gonna help you. What’s gonna help you to start to understand the characteristics of them. What – how can we describe them. So like Student T started to say, this one looks rectangular or this one has a square. So what you’re going to do is you’re gonna be in a group either of three or four. One person’s gonna get the bag.",student,Me.,teacher,"Please, please, please listen to the directions. One person will have a bag. One person will have a piece of paper, and the two other people are gonna be guessers.",student,I’ll guess.,student,Thought we played this last year.,0,0,0,1,0
480_329,"That's okay, that's why we preview things and that's why we review things. Yes. We have review and preview.",teacher,It's not. I think we should have done the metric system first because it's easier but I started with our system because that's what we are familiar with.,student,[Inaudible],teacher,"Exactly. If you can just remember that there are 1000 milliliters in a leader and there are 1000 L in a kilometer, you’re good.",multiple students,[Inaudible],teacher,"That's okay, that's why we preview things and that's why we review things. Yes. We have review and preview.",student,[Inaudible] everything comes to me slowly. [Inaudible],teacher,Right.,0,0,0,1,0
487_55,"We're gonna stick with whole numbers for now, 'cause there is a way with doing it with mixed numbers.",teacher,"8 by 2. Let's see. When we add that up, does that equal 8 feet, Student N? Does 8 plus 2 plus 8 plus 2 equal 8? 'Cause remember, I only have 8 feet of fencing. Will this one work? What do you think? No, we don’t have enough fencing for this one, okay. Is there another one we could try though, using whole numbers? What do you have, Student D?",student,"I just had – oh, never mind.",teacher,Okay.,student,[Inaudible],teacher,"We're gonna stick with whole numbers for now, 'cause there is a way with doing it with mixed numbers.",student,[Inaudible],teacher,Was this one pretty limited in what we could do?,0,0,0,1,0
495_485,"I would get nine, but why is it not nine cubic centimeters? It’s not nine, for those of you that are going, but why? What? A?",teacher,If you multiplied. What’s three times three?,student,Nine.,teacher,Times one?,student,Nine.,teacher,"I would get nine, but why is it not nine cubic centimeters? It’s not nine, for those of you that are going, but why? What? A?",student,[Inaudible],teacher,"Okay, we don’t have nice complete, I’ll call it complete figure here. If you take a look we have an L, there’s some missing. If I filled it in, think about when you were back in pre-K or kindergarten or whatever. And you used to play with wooden blocks, and you build things and you made them into nice neat rows and you put them together, if you did that, I could simply go length, width, height. You don’t do that and you make a bridge of some sort like this or an L and you want to make a tower and you leave some out. You are going to need to do what? To figure out the volume?",0,0,1,0,0
516_92,"Okay. You got to share what you have first to decide what a four is going to look like, okay? All right. Sorry.",teacher,"I would just use pencil. Group 3, put the number on the top of your paper, please. And Group 4, stay on task, please. It’s a reminder. Put Group 4 on the top, recorder.",student,Me.,teacher,Okay. Let’s see meaningful discussion. You need to decide as a group what you’re doing. I like the level of noise in here now. Let’s not make it louder than this.,student,What does that say?,teacher,"Okay. You got to share what you have first to decide what a four is going to look like, okay? All right. Sorry.",student,Is [inaudible] like give you –,student,"No, they’re over here.",0,0,0,1,0
517_363,What's the minimum?,teacher,Yes. What is the very bottom of the bar graph? What's your first [thing here]?,student,Zero.,teacher,"Always zero. And then – wait a minute. And then some of you have a lot of M&Ms. S of the small M&Ms, you've got a lot, right. What's the minimum?",student,Hmm?,teacher,What's the minimum?,student,6,teacher,What's the maximum?,0,0,1,0,0
51_305,Use a calculator. That can’t possibly be right.,teacher,Divided by?,student,"Mr. H, this is a new number.",teacher,"The [inaudible] go up to the hundreds. Yeah. That, that.",student,Mr. H -,teacher,Use a calculator. That can’t possibly be right.,student,"Mr. H – see, look.",teacher,"All right, let me just see what you have. Let’s see what you guys have.",0,0,0,1,0
522_188,"Hey, Student J, sit right here so you're closer.",teacher,"Here, sweetie. Student MS, you're getting a lab in about two seconds flat. I guarantee it. Okay? Student I, sit right next to Student Z.",student,Okay.,teacher,"Do you have a dry erase marker? Okay. Now, here's what I want you guys to do. I want you to come up and I want you to do the first – or one person to come up and do the first one. You're gonna write it. We could drag these numbers, but it's really – it's very temperamental, so we're just gonna draw – we're gonna write it. Okay? So you're gonna come up, and you're gonna show me the associative property and remember, this is a balance. Okay? So you gotta remember that part. All right Student B, come on.",student,"Hey, it doesn't work.",teacher,"Hey, Student J, sit right here so you're closer.",student,My desk?,teacher,Yeah. Okay. Please hush. I don't need your hands up; why are you hands up?,0,0,0,REVIEW,0
524_115,Ask me that question one more time.,teacher,"Okay, good. You know, it’s funny, when we think about a kite we usually think, oh, that shape right there, don’t we? A diamond. But you guys caught yourselves. You noticed that these sides are shorter than these sides, so this figure has corresponding sides. All right, I want us to identify all of the corresponding sides of Student J’s two triangles. Student J drew two triangles, and I want us to identify all the corresponding sides.",student,I’ve got a question.,teacher,Yes.,student,"When you do a corresponding line, you see how it is B or F like that [inaudible].",teacher,Ask me that question one more time.,student,"When you do a corresponding line, could B and F be a corresponding line or not?",teacher,"No, because B and F are on two different plane figures.",1,0,0,0,0
524_369,"Oh, I’m sorry, I still have it on the arrow. Here. Ah, nice.",teacher,"Show me a right angle, you guys.",student,"Right angle, there’s two right here, elbow and fingers.",teacher,"Student A is making two, elbow and fingers.",student,"Oh, Miss P.",teacher,"Oh, I’m sorry, I still have it on the arrow. Here. Ah, nice.",student,"It’s neither, I think.",teacher,"Okay, you guys, while Student D is making his decision, think about congruent, what does congruent mean?",0,0,0,REVIEW,0
525_43,Isn’t it tonight?,student,Because [Inaudible].,teacher,"Your partner’s wedge may not have been the same size as your wedge. Okay. What I have for us today – I’m going to give you a sheet and a pair of scissors. Cut along the bottom, cut along the dotted line there. Student C, can you have [Inaudible]?",teacher,"Alright, there we go. [Inaudible] feels like it. So alight. It says cut along across the bottom of this paper along the dotted line.",student,Teacher? [Inaudible].,teacher,Isn’t it tonight?,student,Yeah.,teacher,Yeah. Probably not going to make that tonight. Not this time.,0,0,0,1,0
526_344,"They do equal, it has to balance. I want 6 X. And then I want X equals.",teacher,I’m talking to him. I don’t think you’re going to be able to know what that is the next time.,student,[Inaudible],teacher,"All right, let me think. But 6 X on one side, put 42 on the other side and give me the value of X.",student,Do they equal?,teacher,"They do equal, it has to balance. I want 6 X. And then I want X equals.",student,So can we draw our shapes with it?,teacher,"No shapes with this one. Give me the value of X. X equals what? Good, you can go. Good, you can go.",1,1,0,0,0
569_34,"You’re gonna do the same thing with your fourths and your eighths. I know there’s someone behind me, but what’s most important is that I get you started here. So could I have the back row go back to their seats?",teacher,"Okay. And when you’re done with that, what will you do next?",student,Color them in.,teacher,You’re gonna color them in. But what are you gonna do with your fourths and your eighths?,student,[Inaudible].,teacher,"You’re gonna do the same thing with your fourths and your eighths. I know there’s someone behind me, but what’s most important is that I get you started here. So could I have the back row go back to their seats?",teacher,"Remember, if I don’t have your permission slip I need you sitting over at that table or in these three desks. Front row. Yes. Grade four, I have two of them that I can give to you.",teacher,"You can sit in your own seat. Student, where do you usually sit?",0,0,0,1,0
577_2,Student A?,,,,,teacher,"All right, what have we been learning about in math?",student,Nothing.,teacher,Student A?,student,Fractions.,teacher,Fractions. What about fractions?,0,0,0,1,0
623_95,"There’s no—you may be close but when it comes to the answer—in reading, you know, if you’ve written something, even if it’s not all the way correct, if it’s partially correct, can I give you credit for that? Yes. In science, you may not write the whole thing but if you wrote part of the answer, would you get part of the grade? Yeah. In math, there is no such thing. I can’t give you credit for—I can’t say, yay, you got 150, I'm gonna give it right. Then why won’t I give it to somebody who got a hundred? If you are wrong, you are?",teacher,I don’t—did anybody get 160? I don't think anybody got it?,student,I was really close.,teacher,"I want to hear, no, did anybody—guys, in math—",student,There’s no close.,teacher,"There’s no—you may be close but when it comes to the answer—in reading, you know, if you’ve written something, even if it’s not all the way correct, if it’s partially correct, can I give you credit for that? Yes. In science, you may not write the whole thing but if you wrote part of the answer, would you get part of the grade? Yeah. In math, there is no such thing. I can’t give you credit for—I can’t say, yay, you got 150, I'm gonna give it right. Then why won’t I give it to somebody who got a hundred? If you are wrong, you are?",multiple students,Wrong.,teacher,"I'm sorry but that’s the way it goes in math. Yes, Student M?",0,0,1,0,1
637_279,"No, so that doesn’t work for this discussion. Take a look at the chart that we have. Is there something on there that we can use? Is there a strategy up on the chart that you can see?",teacher,"Okay, so we’ll leave it down. So let’s see, Student M – stay right there, Student S, I want you to be able to see from over here. Okay, and why do you think that, Student M?",student,Because the bigger the denominator the smaller this is.,teacher,"Okay, that only works when you have either numerators that are the same, so do we have the same numerators?",student,No.,teacher,"No, so that doesn’t work for this discussion. Take a look at the chart that we have. Is there something on there that we can use? Is there a strategy up on the chart that you can see?",student,She’s got it right.,teacher,"That’s only, Student S, if the numerators are the same, then the bigger the denominator the smaller the piece. You are correct in where you placed it, but that’s the wrong strategy.",0,0,1,0,0
65_42,"Maybe. Maybe you want to do A on the bottom of the white page. Maybe you want to put B and C on the second page. Maybe you can set it up just like Student T did, but you're going to need room. I'll show Student T's. Silence. Announcements are on. Stand. Face the flag.",teacher,"Three, excellent, so when you set up your paper what would be a good thing to do when you set it up? Student D.",student,Make three boxes.,teacher,"Make three boxes, make—",student,"Make [inaudible] for A, and those that have B and C?",teacher,"Maybe. Maybe you want to do A on the bottom of the white page. Maybe you want to put B and C on the second page. Maybe you can set it up just like Student T did, but you're going to need room. I'll show Student T's. Silence. Announcements are on. Stand. Face the flag.",multiple students,"I pledge allegiance to the flag of the United States of America, and to the republic for which it stands, one nation under God, indivisible, with liberty and justice for all.",teacher,"Okay. Have a seat everyone. Okay, boys and girls. Back up here. This is how Student T is setting it up. I also see Student D's right here. Student D took a step further. He made three sections with an A, a B, and a C. The only thing that I – before you set this up you should be talking it over with your group because you may actually need a lot of room. You might not want to draw the lines just yet, but when you go to solve you're going to need three sections. I'm going to lift up the screen. I'm going to erase the underlinings and circlings on the board so everyone will be able to see the chart. I'm going to put the screen up. So what you're going to do is you're going to work with your group on solving the problems. Go through the steps. When you are done with question A, and you get down to seven, you need to make sure seven and eight, you go back up to A again. Then you start the process again with B, then start the process again with C. If you have a question, raise your hand. Student B.",1,0,0,0,1
66_76,"Student A, let him do it, okay? Think you got it? Okay, let’s see.",teacher,Great. Now –,student,[Inaudible],teacher,"Okay. So now you want to find – you want to use these. We’re not gonna use this. We’re gonna use these to see what’s the same as these two. What can we put here that’d be the same? Okay, is it some of these, maybe some of these? Okay, so you’re gonna work with that. If you think you know it, keep it to yourself, okay? I want him to find out. [Long pause]",student,[Inaudible],teacher,"Student A, let him do it, okay? Think you got it? Okay, let’s see.",student,[Inaudible],teacher,"Okay, so I’m gonna hold it. Now, can you – can you say this out loud? Student L, how much is this? This is – this is how much? One – okay, one-third. Now, if I – look, I’m gonna take this one. Now how many do I have?",0,0,0,1,0
70_151,You tell me you’ve finished and you haven’t [inaudible].,teacher,"Rethink. I want someone to explain the directions, because they’ve read and thought about them. Wait a second. You’re reading and thinking? Good for you. I just want a moment of discussion, Student L, just to make sure we’re really understanding. Now, what do you understand of the directions here?",student,"I understand the direction, that it said to look in your project book and to find the number that goes into [inaudible] chart, like, for example, like where does 375 go? It goes in the 400s chart. That’s what I understand in the directions.",teacher,"Do people feel like [inaudible] just said, or is anybody confused? [Inaudible] page 2, talk to the person beside you [inaudible] challenge paper that we’ll do. Kind of look at me. I have a challenge paper [inaudible]. They’re riddles about numbers. [Inaudible.] You don’t even know. Go ahead. Get started.",student,I already got started.,teacher,You tell me you’ve finished and you haven’t [inaudible].,student,Yes I did.,student,[Inaudible.],0,0,0,REVIEW,0
737_492,"All right. Do I have – boys at the back, do I have your attention?",teacher,"Okay. We are gonna talk about – let’s talk about this. I talked about it with most of you, but let’s all talk about it together. Let’s look at number nine, I think.",student,Nine and ten.,teacher,Nine and ten. They’re on page four. Your mouths are quiet. Okay. Anyone have my pen?,student,Right there.,teacher,"All right. Do I have – boys at the back, do I have your attention?",multiple students,Yes.,teacher,"Okay. Thank you. Student P, if you can’t see, move. I know Student B’s tall. All right. So, we have five little squares colored in. Okay? And I walked around, and everybody had a fraction, five out of a hundred, which is true. And what percent is that, Student B?",0,0,0,REVIEW,0
742_187,"You got some, okay. Do you need tape? You have tape.",teacher,"Who needs tape? Raise your hand. I’ll come to you and give you a piece. A piece for you. This tape doesn’t rip very nicely. There you go, a piece for you. You’re gonna need two pieces, one for each partner. If you don’t have one, I’m coming around. A piece for you. Use the flatter side, okay? A piece for you. Thank you. A piece for you. A piece for you. A piece for you, Student H and Student R.",student,We already did it. I did it with a marker.,teacher,"I want you to do it with the tape, please, okay? You guys got – do you have tape? Student D and Student R, do you have tape? One for you. One for you. Do you guys need tape?",student,We got –,teacher,"You got some, okay. Do you need tape? You have tape.",student,This tape is crooked.,teacher,"What happened, Student T? Just put it on the desk. We’ll put it up in a minute. Okay, so see the flat side right here? Just use that, okay?",0,0,0,1,0
752_536,"Clap once if you hear me. Clap twice if you hear me. Clap three times if you hear me. I cannot speak any louder than this. My voice cannot project. I still hear voices. Boys, hello.",student,[Inaudible]. Is that right?,multiple students,[Inaudible].,teacher,Nice job.,multiple students,[Inaudible].,teacher,"Clap once if you hear me. Clap twice if you hear me. Clap three times if you hear me. I cannot speak any louder than this. My voice cannot project. I still hear voices. Boys, hello.",student,Yes?,teacher,"You guys are doing a great job on this. One thing that I'm gonna say to you again is that if you're changing the division problem into a multiplication problem, your first step should get you as close to the number you're trying to reach as possible. Some of you are still picking numbers that are too small. Think. You need to think. Think larger.",0,0,0,1,0
766_228,"Well I didn’t make my box any longer, but yes 12 and two would be next. Do you see why it has to be like this? Student D you still look confused. Think of it like this. Input is your dividend. Now you know this is only for division, right?",teacher,Thirty and?,teacher,Five. What comes next?,teacher,Twenty-four and four.,teacher,Eighteen and three.,teacher,"Well I didn’t make my box any longer, but yes 12 and two would be next. Do you see why it has to be like this? Student D you still look confused. Think of it like this. Input is your dividend. Now you know this is only for division, right?",student,Yeah.,teacher,Your input is your dividend and your output is your quotient. Think about it that way. And then your rule is the divisor.,0,0,0,1,0
768_186,Sure. I guess.,student,Using variables?,teacher,"No, use real numbers this time – for now.",teacher,"Just two numbers, like five times five. Just give me the expression that equals 25.",student,[Inaudible],teacher,Sure. I guess.,student,[Inaudible] minus two?,teacher,"Sure. All right, everybody got five?",0,0,0,1,0
781_366,"To a club meeting and then it said when Kathy and her Dad got home, there was five cookies. So how many cookies was on that plate when Mom took half?",student,She took—,student,Half still remained.,teacher,So if Mom took half and Mom took them where?,student,She took them—,teacher,"To a club meeting and then it said when Kathy and her Dad got home, there was five cookies. So how many cookies was on that plate when Mom took half?",student,Ten.,teacher,So how many cookies did Mom take?,0,0,1,0,0
843_69,"– taller, I mean, tall. And Student G.",teacher,60. Can you hold that up for me? Remember our rules that Teacher R talked to us about this morning?,student,Yes.,teacher,Think. I'm having you think. So we have Student N who's a little bit taller which is good. We can find out how much taller she is. But right now she's 60 inches. Student N is 60 inches. So Student N is 60 inches –,multiple students,Tall.,teacher,"– taller, I mean, tall. And Student G.",multiple students,44,teacher,Student G is 44 inches.,0,1,0,0,0
8_151,"That’s when it would have to be – there you go. Student M said, she doesn’t want to build it. She can explain it to me through the formula, right? And that’s what we’re gonna be looking for, all the different ways that we can prove it.",teacher,"The thing is, it’s gonna be hard for them to prove to me if it works, right, ’cause they’re gonna be, like – I have to take their word for it.",student,Challenge.,teacher,"It’s a lot easier if you have a model to show, right? If you have a model with cubes or with paper, you can say, Teacher J, this box holds 5 cubes. I’m proving it to you, because I built it right in front of you, right? If it’s a drawing, I might say, I don’t know. I can’t see it, ’cause it’s not three dimensional. Boxes are three dimensional, right?",student,"Or they could be – like, but they found a formula [inaudible].",teacher,"That’s when it would have to be – there you go. Student M said, she doesn’t want to build it. She can explain it to me through the formula, right? And that’s what we’re gonna be looking for, all the different ways that we can prove it.",student,"So, where do you write the [inaudible] that you’re fitting in is –",teacher,"Your dimensions? You can put ’em under Number 3 or 4. If you need a separate piece of paper, grab it.",1,1,0,0,0
904_207,It’s eight centimeters. So what is your height?,student,Seven centimeters.,teacher,Mine is – where’d you measure it? Where are you writing it down? Where did you write it down?,teacher,So your height is what. So we have three – mine is –,student,Eight.,teacher,It’s eight centimeters. So what is your height?,student,Seven.,teacher,What is yours?,0,0,0,1,0
90_713,"Okay, one second.",student,I need help.,teacher,It counts all the way up to 99 –,teacher,Start at that wall –,teacher,-- and then goes [Inaudible],teacher,"Okay, one second.",teacher,How much is it going to be?,teacher,What do you need help with? Push it all the way to the wall.,0,0,0,1,0
919_138,Cause I don't have to wait for it to warm back up. Let me just show you this. You can read that. It's just a little blue and a little yellow. It'll be all right.,teacher,"Guys, while we wait for the projector, I wanted to show you one more thing. What is projected on the blue?",multiple students,[Multiple comments],teacher,All right. After you get your information –,multiple students,[Multiple comments],teacher,Cause I don't have to wait for it to warm back up. Let me just show you this. You can read that. It's just a little blue and a little yellow. It'll be all right.,multiple students,[Multiple comments],teacher,"I shouldn't have done that. We need that information. All right. Let me clean this off over here. All right. So, when you're done with your problem and you get this information, I want you to make a graph. I want you to make a graph to show where it flips. Okay? So, we want to make – what kind of a graph would we have? Line? Bar? Double line? Double bar? Pie chart? Pictograph?",0,0,0,1,0
968_156,For symmetry?,teacher,"Good. Practice makes perfect, doesn’t it, Student R?",student,Plus we did it in second grade too.,teacher,Nice job.,student,"And we did these facemasks made out of newspaper, real silly. We had to count up how many we needed, and once we had all that we needed, we glued them on. The first part was hard because you had to cut the newspaper and glue it together.",teacher,For symmetry?,student,Um…,teacher,"No, you were just making facemasks, okay. All righty, look up here for a minute. I wrote a quick little thing that I want you to tell me. If you think this statement, ½ equals 12/24, is true, raise your hand. If you think it’s false raise your hand. If you don’t know, raise your hand. Okay, be honest, that’s okay. This is true. ½ equals 12/24. There’s a couple ways that you can prove this to me. How many total squares do I have?",0,0,0,1,0
968_172,"Good girl, nice job. So I reduced those, and that shows me that they’re also equal to a half. Student H?",teacher,"Good girl. So I’m going to divide the top and the bottom by 12. Student R, what is 12 divided by 12?",student,1,teacher,"Yep, and, Student R, what is 24 divided by 12?",student,2,teacher,"Good girl, nice job. So I reduced those, and that shows me that they’re also equal to a half. Student H?",student,This is how I know it’s true. I do it different. 2 x 12 = 24. 1 x 12 = 12.,teacher,"You did it the opposite. You checked your work by multiplying. You said, all right, 1 x 12 = 12. Check. 2 x 12 = 24. I did the same to top and bottom, they equal the same fraction. Great, that’s good. All right, here’s what I want you to do now. Your next rectangle, I want you to divide it into fourths. I want you to shade in one-fourth of your rectangle. Try it, and then we’ll see who gets it. So your next rectangle divides into four equal pieces.",0,1,0,0,0
