OBSID,target_comb_idx,target_text,ctx_-4_speaker,ctx_-4_text,ctx_-3_speaker,ctx_-3_text,ctx_-2_speaker,ctx_-2_text,ctx_-1_speaker,ctx_-1_text,ctx_0_speaker,ctx_0_text,ctx_1_speaker,ctx_1_text,ctx_2_speaker,ctx_2_text
2623,2623_310,Not trying to divide anything right now.,teacher,Five times three is?,multiple students,Fifteen.,teacher,"Two fifteenths.  That's what you're doing for that part of your homework.  Flip it to the back.  Multiplying fractions. Sometimes you can use factoring when multiplying fraction and a whole number.  First make the whole number a fraction by using one as a denominator.  Simplify by factoring and then multiply.  So I look at the first problem, it's one fourth times eight.  How can I make this eight a fraction? Student D?",student,Multiply – divide –,teacher,Not trying to divide anything right now.,student,Make it a mixed number?,teacher,Hm-hmm.
8,8_151,"That’s when it would have to be – there you go.  Student M said, she doesn’t want to build it.  She can explain it to me through the formula, right?  And that’s what we’re gonna be looking for, all the different ways that we can prove it.",teacher,"The thing is, it’s gonna be hard for them to prove to me if it works, right, ’cause they’re gonna be, like – I have to take their word for it.",student,Challenge.,teacher,"It’s a lot easier if you have a model to show, right?  If you have a model with cubes or with paper, you can say, Teacher J, this box holds 5 cubes.  I’m proving it to you, because I built it right in front of you, right?  If it’s a drawing, I might say, I don’t know.  I can’t see it, ’cause it’s not three dimensional.  Boxes are three dimensional, right?",student,"Or they could be – like, but they found a formula [inaudible].",teacher,"That’s when it would have to be – there you go.  Student M said, she doesn’t want to build it.  She can explain it to me through the formula, right?  And that’s what we’re gonna be looking for, all the different ways that we can prove it.",student,"So, where do you write the [inaudible] that you’re fitting in is –",teacher,"Your dimensions?  You can put ’em under Number 3 or 4.  If you need a separate piece of paper, grab it."
42,42_223,"You’ve never tasted raisins before?  Line it up with the 33. Oh, sorry.  If you don’t feel comfortable trying them, you certainly don’t have to, Student L.  But if you want to be living on the edge today, then go for it.  Alrighty.  How about 34?  I have only one.  Who are you?  Who had 34? Student D, how many raisins did you have? Student N.  Come on up, honey.  Yeah.  Make sure it’s lined up with the other ones.  Whoops, sorry.  Okay.  35.  I have two 35s, right?  Who are you?  Student M and who else? Come on up, Student J.  There you go.  Stick it right on the back. How many, Student R?  Okay, go ahead, Student M.  You can go first.  Now Student J, you’re going to have to make sure that your second one is lined up with the one over here, okay? What can you tell me about my line plot so far?  Student T?  What can you tell me about my line plot so far?  Anything.",teacher,"Where should Student D put his raisin box, Student L?",student,Above the 32.,teacher,"Above the 32, and it should be lined up with the first one here, right?  Okay, Student D, go ahead. Oh, Miss D has an itchy eye.  What a scientist.  Make sure it’s nice and stuck on there.  There we go.  Alrighty.  So we can now cross off my 32.  How about 33?  Raise your hand if you have 33.  I should have one 33.  Student R?  Bring your raisin box on up, Student R.",student,I’ve never tasted raisins before.,teacher,"You’ve never tasted raisins before?  Line it up with the 33. Oh, sorry.  If you don’t feel comfortable trying them, you certainly don’t have to, Student L.  But if you want to be living on the edge today, then go for it.  Alrighty.  How about 34?  I have only one.  Who are you?  Who had 34? Student D, how many raisins did you have? Student N.  Come on up, honey.  Yeah.  Make sure it’s lined up with the other ones.  Whoops, sorry.  Okay.  35.  I have two 35s, right?  Who are you?  Student M and who else? Come on up, Student J.  There you go.  Stick it right on the back. How many, Student R?  Okay, go ahead, Student M.  You can go first.  Now Student J, you’re going to have to make sure that your second one is lined up with the one over here, okay? What can you tell me about my line plot so far?  Student T?  What can you tell me about my line plot so far?  Anything.",student,So far we’re still in the 30s.,teacher,"Okay.  So far we’re still in the 30s.  We have a lot of raisins in the 30s.  What else, Student X?"
196,196_48,"Eight eighths, ten tenths.  Okay.  So what do you understand about the relationship between one equals one?",student,Five fives.,teacher,Not five fives.  Five fifths.,teacher,Six sixths.,student,Eight eighths.,teacher,"Eight eighths, ten tenths.  Okay.  So what do you understand about the relationship between one equals one?",student,[Inaudible].,teacher,"There are a lot of ways to equal one, but what else can you tell me about the relationship you see right there?  Does that say one is equal to two halves, is equal to three thirds, to four fourths, five fifths?  Okay.  If the number equals to one, then I have the same number in the numerator that is on the denominator, and if either one of these numbers is different, will that be equal to one?  If I have one half, is that still equal to one?"
4627,4627_277,"I’m going to cut as close to those tops as I possibly can, because if you notice, it then gives me plenty of space below the number line to write the fraction.  Do you follow?",teacher,"So here is what I do.  My trick for cutting these out – see, I’m going to cut the ends really close to the ends of the arrows.  Are you following me so far?",student,Yes.,teacher,"Now, you should be writing your fraction under the number line. So the important part is to leave plenty of room below the number line.  So just kind of [inaudible], please.  So what you’re going to do, when you cut your number line out, see the tops of these little lines here?",student,Yeah.,teacher,"I’m going to cut as close to those tops as I possibly can, because if you notice, it then gives me plenty of space below the number line to write the fraction.  Do you follow?",student,Mm-hmm.,teacher,"I plotted this out yesterday at my kitchen table.  Now, if I cut like this, I’ve got a problem now, don’t I?"
919,919_138,'Cause I don't have to wait for it to warm back up.  Let me just show you this.  You can read that.  It's just a little blue and a little yellow.  It'll be all right.,teacher,"Guys, while we wait for the projector, I wanted to show you one more thing.  What is projected on the blue?",multiple students,[Multiple comments],teacher,All right.  After you get your information –,multiple students,[Multiple comments],teacher,'Cause I don't have to wait for it to warm back up.  Let me just show you this.  You can read that.  It's just a little blue and a little yellow.  It'll be all right.,multiple students,[Multiple comments],teacher,"I shouldn't have done that.  We need that information.  All right.  Let me clean this off over here.  All right.  So, when you're done with your problem and you get this information, I want you to make a graph.  I want you to make a graph to show where it flips.  Okay?  So, we want to make – what kind of a graph would we have?  Line?  Bar? Double line?  Double bar?  Pie chart?  Pictograph?"
2491,2491_89,"Student C, if it’s better you can join this group right here. Otherwise, move your chair and just sit there so you’re not on the outside of the group.  Just grab a chair and sit here.  That way you’re not on the outside of the group. Guys, here’s the cube again.",teacher,Here is the cube.  I’ll hold it up.  How many of these do you think it would take to fill up that box?,student,To the tip-top?,teacher,To the tip-top and fill every speck of space in that box.,teacher,"Guys, just you and your group members take your best guess.",teacher,"Student C, if it’s better you can join this group right here. Otherwise, move your chair and just sit there so you’re not on the outside of the group.  Just grab a chair and sit here.  That way you’re not on the outside of the group. Guys, here’s the cube again.",teacher,Try and have your guess set up in about the next 30 seconds or so.,teacher,"Guys, I don't know if that helps you because we’re measuring by cubes.  We’re just gonna call it by cube because that’s what this thing is.  Okay.  Let’s see.  Guys, one thing I should have mentioned, will you go ahead and circle this number you wrote down, whatever your guess was, and will you just write it by it “first,” and what that first means is first guess.  Just put a 1 and an S-T for first.  Make it easy.  Again, just circle the number you made your guess, because I think your guess will change as we go through this."
2592,2592_566,"No, that’s okay.  No, she didn’t.  The numbers were mixed together.",multiple students,Yes.  No.,student,"No, it’s 6 by 2 by 2.",teacher,"Okay, 6 by 2 by 2.",student,[Inaudible] dimension’s wrong.,teacher,"No, that’s okay.  No, she didn’t.  The numbers were mixed together.",student,[Inaudible] but she got the dimensions in wrong.,teacher,"Okay, well she – yes, well when she wrote down the dimensions somewhat, but this is good.  Come on."
788,788_145,"Let me see.  Okay, keep thinking.  Keep thinking.  Keep thinking.  Let me look at these.",teacher,Well go look for it.,student,We have to do our own?,teacher,Yes.  Okay.  I want to see your own.,student,Is that it right there in front of your desk?,teacher,"Let me see.  Okay, keep thinking.  Keep thinking.  Keep thinking.  Let me look at these.",student,Can I do my own?  Can I do another one?,teacher,"Student D, go put yours up.  Student J, let me see yours.  Why are you using all these sixes?  Everybody is using the same thing?"
2075,2075_421,You don’t color yesterday’s.  You’re working on today’s.,teacher,"That’s okay.  All right, make me an array for the product of 24.",teacher,"The product is 24, but I’ll check you.",teacher,"Are you just – you’re not just changing the one from yesterday, are you?",student,He told me to [inaudible].,teacher,You don’t color yesterday’s.  You’re working on today’s.,student,We already finished coloring yesterday’s.,teacher,"But I want you guys to work together on today’s.  So don’t worry about yesterday’s right now.  You’re supposed to color today’s, okay?  Don’t color yesterday’s.  I want you to color today’s, but you have got to work together. Student S, look at me.  You have to work with him.  Let him work with you.  Talk to each other.  That does not mean turn your back.  That means talk to him.  Student M, you need to help Student A."
2939,2939_147,"Yes.  So let's all do that one, too.  So Student K, why don't you add the one that we did or the one that they did on your second one?  And you guys add that the way Student K did.  Hold on.  We're not moving onto [also] yet.  We're almost there.  So do Student K's way and Student K will do your way.  Now we've shown two ways to make fourths.",teacher,"Student K did it another way.  Student K cut his sandwich so that it looked like this.  He had one, two, three, four. Do they look like they are equal parts?",multiple students,Yeah.,teacher,"Yes.  How many are in each one?  One, two, three, four, five, six.  There are six in each one.  Would you say that this a fair way to split it?  It is fair?",student,Yeah.,teacher,"Yes.  So let's all do that one, too.  So Student K, why don't you add the one that we did or the one that they did on your second one?  And you guys add that the way Student K did.  Hold on.  We're not moving onto [also] yet.  We're almost there.  So do Student K's way and Student K will do your way.  Now we've shown two ways to make fourths.",student,I have a third way to make it.,teacher,"Now I would like you to try to find a third way to make fourths.  So go down to your next box, your next sandwich and try to find another way that you could cut that sandwich so that four people would be eating the same exact amount.  And there can't be any leftovers.  So pretend you are the chef and your client says we would like a sandwich, but we want you to cut it for four people to share.  And you can't do it this way and you can't do it this way.  You have to come up with another way, chef.  Chef M, try to find another way to cut it for your clients. [0:21:13]"
4064,4064_272,Student H?,teacher,"Yes, because Student S, the reason why we’re doing that – one like this so quickly, is I can look at this right away and see that one-fifth is much smaller than one-half, okay?  Okay? All right, I’m going to draw a giant – I was going to say timeline.  I’m going to draw a number line, and we’re going to practice with the number lines, too because I know the number lines are a little bit more confusing than the fraction boxes.  [Teacher writing on board].  So I want you to draw a number line also, and we’re going to do our zero benchmark.",student,[Sneeze].,teacher,Bless you.  Our one benchmark.  And what else do we need on here as a benchmark?,multiple students,Ooh.,teacher,Student H?,student,One-half.,teacher,"One-half.  [Teacher writing on board].  Okay?  So I want you to draw that in your math journal, okay?  Draw it in your math journal.  Draw a number line.  Oh, never mind.  I didn’t see it.  Draw a number line, okay?  And here’s the first one.  Seven-eighths.  [Teacher writing on board]. Five-eighths."
4628,4628_223,"Wait, wait, wait.  I want Student E to be on the same page as you.  So give him a second.  Circle one whole in your representation.  Circle the whole thing, one whole.  One whole.  The whole rectangle.  One whole.  I'm not asking you to circle the number, Student E.  I'm asking you to circle the actual piece that represents one whole.  Not the number one, the whole piece that shows me one whole.  Come on.  I said to circle it.  I didn't say to shade it in.  So what's a G?  If this is a whole, what's G?",teacher,Where does it end?  Where does it end?,student,Two.,teacher,Where's two?,student,Right over there.,teacher,"Wait, wait, wait.  I want Student E to be on the same page as you.  So give him a second.  Circle one whole in your representation.  Circle the whole thing, one whole.  One whole.  The whole rectangle.  One whole.  I'm not asking you to circle the number, Student E.  I'm asking you to circle the actual piece that represents one whole.  Not the number one, the whole piece that shows me one whole.  Come on.  I said to circle it.  I didn't say to shade it in.  So what's a G?  If this is a whole, what's G?",student,Half?,teacher,You fell for the trick.
4727,4727_653,[Inaudible] later.,teacher,"All right, so A - I want you to write this down in your notebook.",student,I can’t.,teacher,Or on a piece of paper.,student,[Inaudible].  [Silence].,teacher,[Inaudible] later.,student,Yep.,teacher,"Shh.  So A times B, plus C is the same thing as A times B …"
154,154_416,Four door black inside?,teacher,"Okay, now, we could go with?",student,Four.,teacher,Four door.,student,Black.,teacher,Four door black inside?,student,Grey and—,teacher,"And a tan, right?"
2933,2933_137,"Good.  60, right here, divide that into two groups – because that’s what we did, didn’t we?  We divided it into two groups and got 30.  You have two groups.  Let me – can you – even though you have different ones shaded in, why am I saying you have two different groups?  What are your two groups?",teacher,Okay.  30 plus 30 is 60.  Relate it to my half.  You listening? Your body should be facing him.  How is that connected to my half?  How many groups of 30 do you need to get 60?  There’s that 2.  I want to make sure I understand your thinking.  What did you just write? Go ahead?,student,30 times 2 equals 60.,teacher,Okay.  She took her 30 and multiplied it by 2 and it equals 60. I assume that’s correct.  Can anybody else give me a number sentence?,student,60 divided by 2 equals 30.,teacher,"Good.  60, right here, divide that into two groups – because that’s what we did, didn’t we?  We divided it into two groups and got 30.  You have two groups.  Let me – can you – even though you have different ones shaded in, why am I saying you have two different groups?  What are your two groups?",student,"I got half of 60, but they’re not all in the same order.",teacher,"But you still, even though it looks like you have more groups, you have two groups.  One group is shaded, and what’s the other group?"
2108,2108_363,"Wait right here.  And Teacher F’s people are coming this way, with me.  Don’t worry about that, honey.  Nope.  Nope. Student S, look at me, honey.  That way.  Go that way. Shh.  Listen to me.  You know where you’re going with Teacher H.  You’re going to quietly get there.  You’re going to walk in a nice, straight, quiet line, all right? Tell her I’m sorry we’re late, okay?  Thank you.  Student J, nice straight, quiet line.  Do not disturb anybody else working.  Okay, you need to clear your desk.  The only think that should be left is a pack of cards.  In your to- do folder, Student J.  Thank you, Student S.  Thank you, Student G.  Thank you, Student G. Student P, one person is packing from the group, so whatever person was in charge of the cards when I handed them out, that is the person packing.  All your papers are in to-do.  So, when I look at your desk, it should look like Student S’s.  It should look like Student G’s. Student K is not ready.  Student J, you’re sitting, honey. I’m going to get all the cards at the same time.  When I come to your desk, please make sure your cards are packed. Leave them on your desk. Can I have the people in Teacher C’s group stand?  Push your chairs in.  No, listen to what I am going to say.  You are to walk in this direction to go to your group.  So, go in this direction to go to group.  Student C.  Can I have the people in my group bring pencils.  Please stand and go to your group.  And can I have the people in Teacher D’s group go to your group, please.  Nope, go to your group. I’ll talk to you at group.  Go to your group.  I’ll talk to you in group.  Quick.  Okay, if you’re in my group, honey, remember, you can go in here. No, here’s there.  Honey, I want him on the end.  I want you over here with Student J.  You two worked beautifully together.  Have a seat.  You’re going to be here, honey. You’re going to be here.  Thank you.  It is, honey.  I’m going to switch it around.  So, hold on.  I’m going to switch the camera, okay?  But I need you to sit first. Student J, you’re going here.  This is where you sit. Student B is coming.  She’s getting her things.  No.  Have a seat.  Student J, you need to sit flat, honey.  I want you to come over here with this group for Student J.  Can you put that in that person’s desk, please?  They left before they did.  You need to sit flat, and you need to put your pencil down.  Student D, you need to stand.  You need to come here, because Student B is going to do something with Student J. Student B, you need to do the three’s honey.  You two have this perfect.  You’re going to work on tens with me, okay? Can you move over?  Student L, your partner is waiting for you.  You [inaudible].  You need to sit down.  You need to focus.  You’re going to quiz Student D first, then Student D is going to quiz you. And then I’m going to come to your group and quiz you.  And I know these two.  Excellent job.  You only missed two yesterday. I think you’ll have them all, today. Because I want the camera to us, so I want to make sure it can see you.  Thank you.  And you need to sit up, or I’ll give Student J a new partner.  Thank you.  Okay, you ready? Look at me.  Remember it’s see-it, say-it, all right? Shh.  See-it, say-it.  Go.",teacher,"Six plus zero is six.  You want a nine, or a ten.  So, what do you need that card to be?  Make it a three.  You’re doing really good.  What honey?  Well, write it on your paper and see if you like that combination.  All right.  See if it adds up to what you like.  Yes?  Excellent.  Excellent. That’s a great score.  Okay, you need three more rounds. Three more rounds. All right.  Can I have eyes up?  Eyes up.  Two more minutes.  At the end of two minutes, you’ll need to pack up the cards.  The person that I gave the cards to will pack up the cards, and they will seal the package, and they will hand the cards back to us.  You’re going to put your game in your to-do folder, because we’ll play later, all right?  Teacher H’s people, after we pack up, I’m going to send you to group, okay?  And then we’ll break into our groups.  Two minutes. So, finish the round you’re on.  If you’re finished with that one, start packing.  So, if you’re finished with that one, start packing up your cards, and the person that I gave the cards to is responsible for packing them up.  So, just finish the one your on.  Student K, just finish the one you’re on, honey.  Student K, okay?",student,[Inaudible].,teacher,"Scrap paper, and your game.  So, you’re Close To 1,000 sheet, and your scrap paper go in your to-do folder, okay?  The cards get packed up by the person I gave them to.  So, only one person is packing. Can I have Teacher H’s people raise your hands?  All right.  Student J, give the cards to Student D.  He’s going to path.  And you may go to your group.  And you’re going – come around this way, I’ll show you how to walk out.  Student D, give your cards to your partner.  He’ll path.  Can I have Teacher H’s people, please.  Give your cards to your partner, honey, he’ll path.",student,Give me the cards.,teacher,"Wait right here.  And Teacher F’s people are coming this way, with me.  Don’t worry about that, honey.  Nope.  Nope. Student S, look at me, honey.  That way.  Go that way. Shh.  Listen to me.  You know where you’re going with Teacher H.  You’re going to quietly get there.  You’re going to walk in a nice, straight, quiet line, all right? Tell her I’m sorry we’re late, okay?  Thank you.  Student J, nice straight, quiet line.  Do not disturb anybody else working.  Okay, you need to clear your desk.  The only think that should be left is a pack of cards.  In your to- do folder, Student J.  Thank you, Student S.  Thank you, Student G.  Thank you, Student G. Student P, one person is packing from the group, so whatever person was in charge of the cards when I handed them out, that is the person packing.  All your papers are in to-do.  So, when I look at your desk, it should look like Student S’s.  It should look like Student G’s. Student K is not ready.  Student J, you’re sitting, honey. I’m going to get all the cards at the same time.  When I come to your desk, please make sure your cards are packed. Leave them on your desk. Can I have the people in Teacher C’s group stand?  Push your chairs in.  No, listen to what I am going to say.  You are to walk in this direction to go to your group.  So, go in this direction to go to group.  Student C.  Can I have the people in my group bring pencils.  Please stand and go to your group.  And can I have the people in Teacher D’s group go to your group, please.  Nope, go to your group. I’ll talk to you at group.  Go to your group.  I’ll talk to you in group.  Quick.  Okay, if you’re in my group, honey, remember, you can go in here. No, here’s there.  Honey, I want him on the end.  I want you over here with Student J.  You two worked beautifully together.  Have a seat.  You’re going to be here, honey. You’re going to be here.  Thank you.  It is, honey.  I’m going to switch it around.  So, hold on.  I’m going to switch the camera, okay?  But I need you to sit first. Student J, you’re going here.  This is where you sit. Student B is coming.  She’s getting her things.  No.  Have a seat.  Student J, you need to sit flat, honey.  I want you to come over here with this group for Student J.  Can you put that in that person’s desk, please?  They left before they did.  You need to sit flat, and you need to put your pencil down.  Student D, you need to stand.  You need to come here, because Student B is going to do something with Student J. Student B, you need to do the three’s honey.  You two have this perfect.  You’re going to work on tens with me, okay? Can you move over?  Student L, your partner is waiting for you.  You [inaudible].  You need to sit down.  You need to focus.  You’re going to quiz Student D first, then Student D is going to quiz you. And then I’m going to come to your group and quiz you.  And I know these two.  Excellent job.  You only missed two yesterday. I think you’ll have them all, today. Because I want the camera to us, so I want to make sure it can see you.  Thank you.  And you need to sit up, or I’ll give Student J a new partner.  Thank you.  Okay, you ready? Look at me.  Remember it’s see-it, say-it, all right? Shh.  See-it, say-it.  Go.",student,Twenty.,teacher,Double.
97,97_28,"List?  Oh, that’s one we don’t have yet.  Lyric.  Again.",teacher,"A clock.  You think a clock is a form of measurement?  Okay. Great.  Excellent.  I really like that one.  That’s different.  I wasn’t expecting to hear clock.  Anyone else? Student D, you have another one?",student,Do you have ruler?,teacher,"Okay.  Yep.  We already have ruler here, but, yep.  There’s definitely something that may come to mind.  Student T?",student,[List.],teacher,"List?  Oh, that’s one we don’t have yet.  Lyric.  Again.",student,Questions?,teacher,Questions.   Okay.  Why questions?
2298,2298_269,Put it here.  Now what is 15 plus 15?,teacher,Is that the same distance?,student,Yes.,teacher,So what is it from here to here?,student,15.,teacher,Put it here.  Now what is 15 plus 15?,student,30.,teacher,"Now do you see how you have transformed it?  So from here now to here will be your 30.  Put a line to show it.  Put a line to show the [arrowhead].  Go like this.  So just a line from here has been doubled.  It has doubled.  Move it there for 15.  That's 30 now.  15 plus 15 is 30.  That's 30.  30.  So I'm seeing here you cut this in half, and you have shortened this side to 4.  And this side is 4."
332,332_138,And eight-tenths.  And were the units?  Was it millimeters?,teacher,"Why don’t you just tell us what the diameter is?  If the radius is 22 and four-tenths, what is the diameter, Student F?",student,44.8.,teacher,"44 – well, say that – say –",student,44 and eight-tenths.,teacher,And eight-tenths.  And were the units?  Was it millimeters?,student,"Yes, millimeters.",teacher,"Okay.  Yes, please."
752,752_536,"Clap once if you hear me.  Clap twice if you hear me.  Clap three times if you hear me.  I cannot speak any louder than this.  My voice cannot project.  I still hear voices. Boys, hello.",student,[Inaudible].  Is that right?,multiple students,[Inaudible].,teacher,Nice job.,multiple students,[Inaudible].,teacher,"Clap once if you hear me.  Clap twice if you hear me.  Clap three times if you hear me.  I cannot speak any louder than this.  My voice cannot project.  I still hear voices. Boys, hello.",student,Yes?,teacher,"You guys are doing a great job on this.  One thing that I'm gonna say to you again is that if you're changing the division problem into a multiplication problem, your first step should get you as close to the number you're trying to reach as possible.  Some of you are still picking numbers that are too small.  Think.  You need to think.  Think larger."
4632,4632_11,Eighths.,student,Sixths.,teacher,What else?,multiple students,[Crosstalk].,student,Eighths.,teacher,Eighths.,student,Twelfths.,student,One-half.
717,717_221,Did you three start off with nine tenths?,student,It's nine tenths.,teacher,Okay.,student,You can't simplify that.,multiple students,[Inaudible].,teacher,Did you three start off with nine tenths?,student,Yes.,teacher,How did you simplify it?  What did you do?
526,526_344,"They do equal, it has to balance.  I want 6 X.  And then I want X equals.",teacher,I’m talking to him. I don’t think you’re going to be able to know what that is the next time.,student,[Inaudible],teacher,"All right, let me think.  But 6 X on one side, put 42 on the other side and give me the value of X.",student,Do they equal?,teacher,"They do equal, it has to balance.  I want 6 X.  And then I want X equals.",student,So can we draw our shapes with it?,teacher,"No shapes with this one.  Give me the value of X.  X equals what? Good, you can go. Good, you can go."
2041,2041_277,"Okay, and who came up with a good label for this axis down here, your X axis?  Student N, what label did you give this axis?",teacher,"You don't need the word ""number"", just how many M&Ms. O. Who can tell me on their scale over here what interval you used?  Student P, what was your interval?",student,One.,teacher,"You just counted by ones, and that would have been the best choice for this graph.  All right.  Who came up with a good label for this axis?  What did you put, Student M?",student,Number of M&Ms.,teacher,"Okay, and who came up with a good label for this axis down here, your X axis?  Student N, what label did you give this axis?",student,Names of M&Ms.,teacher,"How about colors?  Colors of M&Ms. W title did you give your whole graph, Student D?"
3019,3019_617,"Nope.  Okay, so stop.  On three.  Two.  They had already mentioned that once you round, Student B, every number after the rounded number is a zero.  So Student D, what would this be?",multiple students,[Crosstalk].,teacher,One hundred and?,multiple students,[Crosstalk].,student,- and three hundred forty-six.,teacher,"Nope.  Okay, so stop.  On three.  Two.  They had already mentioned that once you round, Student B, every number after the rounded number is a zero.  So Student D, what would this be?",student,"Three hundred thousand,",teacher,"One hundred and – one hundred two thousand.  I keep doing the “ands”.  Remember how I keep telling you, you don’t do the “ands”?  The ands are your decimals.  So one hundred two thousand."
1035,1035_1014,Eight fours?,student,16.,teacher,Eight threes?,student,He’s looking at [Inaudible].,student,24.,teacher,Eight fours?,student,[Inaudible],student,33.
4151,4151_114,What kind of system do we have in America?  It’s the base? Base?,teacher,"Okay, if there was a remainder one, if he was correct, this would have to be the problem, wouldn’t it?  Because 300 can go into 2,400 how many times?  Eight times.  Right 300 times eight is 2,400.  That would leave a remainder of one. In this problem the one is in the ones place. But if we’re looking at 300 times what is going to give me close to 2,500 but not go over, it’s 300 times what?  Eight, which would be 2,400 with one in the hundreds place.  You have a good answer?  Read it.",student,[Inaudible] has a remainder of one but the one is in the hundreds place so it would be a remainder of 100.  His mistake is he put the remainder one and not 100.,teacher,"Good explaining.  Very good.  All right, anybody else want to share?",student,"He is wrong because if you write the one under the five, the one is in the hundreds place and makes the remainder in 2,500 divided by 300 equals eight remainder 100.",teacher,What kind of system do we have in America?  It’s the base? Base?,student,Ten.,teacher,Everything goes in like powers of ten.  We have the tens or hundreds or thousands.  It’s all a base 10 system.  Does anybody else want to share?  Student D.
457,457_226,"Okay, that’s one-hundredth.  Now, what about this one over here?  How you read that?",multiple students,Yes.,teacher,"Okay.  Now, if I have this, right, how you read that?",multiple students,One-thousandth.,multiple students,One-hundredth.,teacher,"Okay, that’s one-hundredth.  Now, what about this one over here?  How you read that?",multiple students,One-thousandth.,teacher,"Okay, you said one –"
4410,4410_203,By just two?,teacher,Okay.,student,[Inaudible].,teacher,So we’re going with 12 as our common denominator and we are multiplying by what?,student,By two.,teacher,By just two?,student,[Inaudible].,teacher,"Two halves.  Okay, two over two. What’s my numerator?"
518,518_63,"But, let’s look at the response.  And it is possible, because it is a rhombus because all sides are the same length.  Is that true?  In a rhombus do all sides have the same length?",teacher,"Okay, so we are between a three and a two.  Okay, that usually is a hard point that I get to sometimes is deciding if the paper is going to be a three or a two.  So, sometimes what I do is I’ll look at the other responses first.  I’ll look at other papers and see how much understanding people seem to have.  The other thing I’ll look at is I’ll look at how much of the response is correct. And when we are looking at this, the difference, really between a three and a two is for a three, a student has to know that all three students are correct.  For the two, the student recognizes that two of them are correct.  All right, do you see the difference between that first part of the grade? And then the other difference here is that to get a two the response is really vague.  There is not much meat to it. [Inaudible] there is a lot of fluff there.  There’s a lot of fat, but there is not a lot of meat.  There is not a lot of good information, a lot of good details.  On a two, a three, there is going to be a lot of good information.  Something is probably not corrected.  There might be a minor mistake on a three.  Does that kind of help you?",student,Um-hum.,teacher,"So when you are looking at this one, yes, they can all be correct, so the student realizes that all three students are correct, right.",student,So that’s a three?,teacher,"But, let’s look at the response.  And it is possible, because it is a rhombus because all sides are the same length.  Is that true?  In a rhombus do all sides have the same length?",student,yeah.,teacher,"Okay, and it’s a square because all sides are equal.  Is that true?"
47,47_10,"Please, please, please listen to the directions.  One person will have a bag.  One person will have a piece of paper, and the two other people are gonna be guessers.",teacher,"Thank you for those of you that didn’t make comments.  If you have to disagree with that, then you can raise your hand and tell us you disagree and why.  Student T?",student,"I disagree because the rectangular prism is like, kind of a square, and the square prism is just like that.",teacher,"So we’re gonna talk a little bit about more why this is called a square prism and the other one’s called a rectangular prism.  Technically, you could call this a rectangular prism because a square is a rectangle, but we’re gonna – we’re not gonna worry about the names.  Student K, it’s not gonna help you if you just remember names of 3-D shapes. It’s really not gonna help you.  What’s gonna help you to start to understand the characteristics of them.  What – how can we describe them.  So like Student T started to say, this one looks rectangular or this one has a square. So what you’re going to do is you’re gonna be in a group either of three or four.  One person’s gonna get the bag.",student,Me.,teacher,"Please, please, please listen to the directions.  One person will have a bag.  One person will have a piece of paper, and the two other people are gonna be guessers.",student,I’ll guess.,student,Thought we played this last year.
4333,4333_278,"Okay, looking the model, each person gets one of these.  What is this?",teacher,Each person gets one twelfth.,student,Out of 12.  He didn't get one.,teacher,"One out of 12 because there are 6 of them, right?",student,I don't get it.,teacher,"Okay, looking the model, each person gets one of these.  What is this?",student,One twelfth.,teacher,One twelfth.
2923,2923_44,2 out of 2?  How many pieces total are there?,teacher,2 out of 4.  Okay.  Eat up.  I may be asking you.  Be ready. Can you break this into 3 equal pieces?  Split it in half for me.  2 out of what is a half?,student,10.,teacher,How many pieces?,student,2.,teacher,2 out of 2?  How many pieces total are there?,student,"Oh, 4.  2 out of 4.",teacher,Break them in half.  Show me.  Tell me what the fraction is when you break it in half.  2 out of what?
4205,4205_357,Are we getting the idea?,teacher,Go ahead.,student,I did three and one eighth which is three [inaudible].,student,Here.,student,"I already have it.  I did [inaudible].  Three and one eighth. And then I did one and three fourths which is [inaudible]. One and three fourths.  And then I made the 4 into an 8 because 4 times 2 is 8.  And then I added them, and I got one, two, three, four and – [inaudible].  I got four and seven eighths.",teacher,Are we getting the idea?,multiple students,Yes.,teacher,Now let's do the opposite.  So let's do three and a half – show me three and a half.
968,968_156,For symmetry?,teacher,"Good.  Practice makes perfect, doesn’t it, Student R?",student,Plus we did it in second grade too.,teacher,Nice job.,student,"And we did these facemasks made out of newspaper, real silly. We had to count up how many we needed, and once we had all that we needed, we glued them on.  The first part was hard because you had to cut the newspaper and glue it together.",teacher,For symmetry?,student,Um…,teacher,"No, you were just making facemasks, okay. All righty, look up here for a minute.  I wrote a quick little thing that I want you to tell me.  If you think this statement, ½ equals 12/24, is true, raise your hand.  If you think it’s false raise your hand.  If you don’t know, raise your hand. Okay, be honest, that’s okay.  This is true.  ½ equals 12/24.  There’s a couple ways that you can prove this to me.  How many total squares do I have?"
