target_comb_idx,OBSID,R1_pred,R2_pred,R3_pred,pred_C1
2439_61,2439,0,0.0,0.0,0
2439_63,2439,0,0.0,0.0,1
2440_110,2440,0,0.0,0.0,1
2440_138,2440,0,1.0,1.0,0
2440_179,2440,0,0,0,0
2440_191,2440,0,0.0,0.0,1
2440_220,2440,0,1.0,1.0,0
2440_274,2440,0,0.0,1.0,0
2440_296,2440,1,1.0,1.0,0
2440_49,2440,0,0.0,0.0,1
2441_0,2441,0,0.0,0.0,1
2441_110,2441,0,0.0,0.0,1
2441_124,2441,0,0,1,0
2441_178,2441,0,0.0,1.0,0
2441_44,2441,1,0.0,1.0,0
2441_52,2441,1,0.0,1.0,0
2441_78,2441,1,0.0,1.0,0
2441_80,2441,0,0.0,1.0,0
2442_0,2442,0,0.0,0.0,1
2442_113,2442,0,0,0,0
2442_115,2442,0,0.0,0.0,0
2442_145,2442,0,0.0,1.0,0
2442_47,2442,0,0.0,0.0,1
2442_55,2442,0,0.0,0.0,1
2442_8,2442,0,0,1,0
2442_81,2442,1,0.0,1.0,0
2442_83,2442,1,0.0,1.0,0
2444_11,2444,0,0.0,0.0,1
2444_18,2444,0,0.0,0.0,1
2444_239,2444,0,0.0,0.0,1
2444_268,2444,0,0.0,1.0,1
2444_32,2444,1,0.0,1.0,0
2444_357,2444,1,0.0,0.0,0
2444_369,2444,1,0,0,0
2444_437,2444,0,0.0,0.0,0
2445_0,2445,0,0.0,0.0,1
2445_102,2445,1,1.0,1.0,0
2445_138,2445,0,0.0,1.0,0
2445_14,2445,0,0,1,0
2445_20,2445,0,0,0,0
2445_24,2445,1,1.0,1.0,0
2445_28,2445,1,1,1,0
2445_76,2445,0,0.0,0.0,1
2445_8,2445,0,0.0,1.0,0
2445_88,2445,1,1,0,0
2445_98,2445,1,1.0,1.0,0
2446_126,2446,0,0.0,0.0,1
2446_172,2446,0,0.0,0.0,1
2446_296,2446,0,0,1,0
2446_391,2446,0,0.0,0.0,0
2446_457,2446,0,0,0,0
2446_529,2446,0,0.0,0.0,1
2446_55,2446,1,0.0,1.0,0
2446_662,2446,1,0.0,1.0,0
2446_734,2446,0,0.0,0.0,1
2447_10,2447,0,0.0,1.0,1
2447_101,2447,0,0.0,0.0,0
2447_24,2447,1,1.0,1.0,0
2447_34,2447,1,0.0,0.0,0
2447_39,2447,0,0.0,1.0,0
2447_91,2447,0,0.0,1.0,0
2447_99,2447,1,0.0,0.0,0
2448_130,2448,1,0.0,1.0,0
2448_132,2448,0,0.0,1.0,0
2448_136,2448,0,0.0,0.0,1
2448_180,2448,0,0.0,1.0,0
2448_212,2448,0,0.0,1.0,0
2448_24,2448,1,0.0,1.0,0
2448_52,2448,1,0.0,1.0,0
2449_14,2449,0,0,1,0
2449_244,2449,1,0.0,0.0,0
2449_283,2449,0,0.0,1.0,0
2449_293,2449,0,0.0,1.0,0
2449_331,2449,0,0.0,1.0,0
2449_337,2449,0,0.0,0.0,0
2449_63,2449,0,1.0,1.0,1
2449_65,2449,1,0.0,1.0,0
2449_85,2449,1,0,1,0
2450_24,2450,1,1.0,1.0,0
2450_50,2450,0,0.0,1.0,0
2450_54,2450,1,1.0,1.0,0
2450_56,2450,1,0.0,0.0,0
2450_76,2450,1,1.0,1.0,0
2450_82,2450,1,1.0,1.0,0
2450_90,2450,1,1.0,1.0,0
2451_0,2451,0,0.0,0.0,1
2451_110,2451,1,0.0,1.0,0
2451_144,2451,1,0.0,0.0,0
2451_188,2451,0,0,1,0
2451_44,2451,0,0.0,1.0,0
2451_52,2451,1,0.0,1.0,0
2451_78,2451,0,0.0,0.0,1
2451_80,2451,0,1.0,1.0,0
2452_118,2452,0,0.0,1.0,0
2452_160,2452,1,0.0,1.0,0
2452_205,2452,0,0.0,1.0,0
2452_211,2452,0,0.0,1.0,0
2452_222,2452,0,0.0,0.0,0
2452_26,2452,1,1,0,0
2452_287,2452,0,0.0,1.0,0
2452_334,2452,0,0,1,0
2452_62,2452,0,0.0,1.0,0
2456_0,2456,0,0.0,1.0,1
2456_20,2456,1,0.0,1.0,0
2456_37,2456,1,0.0,1.0,0
2456_45,2456,1,0.0,1.0,1
2456_57,2456,1,1.0,1.0,0
2456_61,2456,0,0.0,0.0,0
2456_63,2456,0,1.0,1.0,0
2456_89,2456,1,1,1,0
2458_114,2458,0,0.0,1.0,0
2458_166,2458,0,0.0,0.0,1
2458_196,2458,0,0.0,1.0,0
2458_238,2458,1,0.0,1.0,0
2458_24,2458,0,0.0,1.0,0
2458_268,2458,1,0.0,1.0,0
2458_38,2458,1,0.0,1.0,0
2459_10,2459,1,0.0,1.0,0
2459_176,2459,1,0.0,1.0,1
2459_196,2459,1,0.0,1.0,0
2459_206,2459,1,0.0,1.0,0
2459_320,2459,0,0.0,0.0,1
2459_42,2459,1,1.0,0.0,0
2459_435,2459,1,0.0,1.0,0
2459_70,2459,1,1,0,0
2459_74,2459,0,0,1,0
2460_143,2460,1,0.0,1.0,0
2460_155,2460,1,0.0,1.0,0
2460_163,2460,0,0.0,1.0,0
2460_200,2460,0,0.0,0.0,1
2460_246,2460,0,0.0,0.0,1
2460_39,2460,0,0.0,0.0,1
2460_66,2460,0,0.0,1.0,0
2461_0,2461,0,0.0,0.0,1
2461_21,2461,1,0.0,1.0,0
2461_37,2461,0,0.0,0.0,0
2461_45,2461,1,0.0,1.0,0
2461_57,2461,1,0.0,1.0,0
2461_61,2461,0,0.0,1.0,0
2461_63,2461,1,1.0,1.0,0
2463_103,2463,0,0.0,1.0,1
2463_274,2463,0,0.0,1.0,1
2463_315,2463,0,0.0,0.0,1
2463_331,2463,0,0.0,0.0,1
2463_409,2463,0,0.0,1.0,0
2463_481,2463,0,0.0,1.0,0
2463_564,2463,1,0.0,1.0,0
2463_86,2463,0,0,1,0
2464_100,2464,0,1.0,1.0,0
2464_18,2464,0,0.0,1.0,0
2464_285,2464,0,0,1,0
2464_349,2464,0,0.0,0.0,1
2464_362,2464,1,0,1,0
2464_398,2464,0,0.0,0.0,1
2464_554,2464,0,0.0,1.0,0
2464_88,2464,1,0.0,1.0,0
2464_98,2464,0,0.0,0.0,1
2465_0,2465,0,0.0,0.0,1
2465_10,2465,0,0.0,1.0,0
2465_113,2465,1,0.0,1.0,0
2465_26,2465,1,1.0,1.0,0
2465_55,2465,1,1.0,1.0,0
2465_61,2465,1,0.0,1.0,0
2465_69,2465,0,1.0,1.0,0
2466_18,2466,1,0.0,1.0,0
2466_198,2466,0,1.0,1.0,0
2466_233,2466,0,0.0,1.0,0
2466_327,2466,1,0,0,0
2466_469,2466,0,0.0,0.0,1
2466_499,2466,1,0.0,1.0,0
2466_529,2466,0,0.0,1.0,1
2466_580,2466,0,0.0,1.0,0
2466_637,2466,0,0,1,0
2467_140,2467,1,0,0,0
2467_251,2467,0,0.0,1.0,0
2467_275,2467,0,0.0,1.0,0
2467_387,2467,0,0.0,1.0,0
2467_417,2467,0,0.0,0.0,1
2467_446,2467,0,0.0,0.0,1
2467_472,2467,0,0.0,0.0,1
2467_61,2467,0,0.0,0.0,1
2468_101,2468,0,1.0,1.0,0
2468_134,2468,0,0.0,0.0,1
2468_153,2468,1,0.0,0.0,0
2468_158,2468,0,0,1,0
2468_187,2468,0,0,0,0
2468_194,2468,0,0.0,0.0,1
2468_232,2468,1,0.0,1.0,0
2468_51,2468,1,0.0,0.0,0
2468_53,2468,0,0.0,1.0,0
2469_146,2469,1,1,0,0
2469_159,2469,0,0.0,0.0,0
2469_174,2469,1,0,1,0
2469_183,2469,1,0,1,0
2469_209,2469,1,0,1,0
2469_243,2469,0,0,0,1
2469_330,2469,0,0.0,0.0,0
2469_376,2469,0,0.0,0.0,1
2469_541,2469,0,0,1,0
2469_61,2469,0,0.0,0.0,1
2469_765,2469,0,0.0,1.0,0
2469_800,2469,0,0,0,0
2469_811,2469,1,0.0,1.0,0
2469_851,2469,0,0,1,0
2469_899,2469,1,1.0,0.0,0
2470_123,2470,0,0.0,1.0,1
2470_172,2470,1,0.0,1.0,0
2470_313,2470,0,0,1,0
2470_319,2470,0,0.0,1.0,0
2470_353,2470,0,0.0,1.0,0
2470_407,2470,1,0.0,1.0,0
2470_60,2470,1,0.0,1.0,0
2470_92,2470,0,0.0,1.0,0
2471_0,2471,0,0.0,1.0,1
2471_132,2471,0,0.0,0.0,0
2471_149,2471,1,0.0,0.0,0
2471_20,2471,1,1.0,1.0,0
2471_23,2471,1,1,1,0
2471_25,2471,1,1.0,0.0,0
2471_45,2471,0,1.0,0.0,1
2471_53,2471,0,0.0,1.0,0
2472_12,2472,0,0.0,1.0,0
2472_120,2472,1,0.0,1.0,1
2472_194,2472,0,0.0,1.0,0
2472_224,2472,1,1.0,1.0,0
2472_275,2472,0,0.0,0.0,1
2472_309,2472,1,1,1,0
2472_333,2472,1,0,0,0
2472_365,2472,0,0.0,0.0,0
2472_398,2472,0,0.0,0.0,1
2472_402,2472,0,0,1,0
2473_11,2473,1,0.0,0.0,0
2473_124,2473,0,0.0,1.0,0
2473_196,2473,0,0.0,0.0,1
2473_231,2473,0,0.0,0.0,0
2473_27,2473,0,0,1,0
2473_293,2473,1,0.0,1.0,0
2473_383,2473,0,0.0,0.0,1
2473_417,2473,0,0.0,0.0,1
2474_121,2474,0,1.0,1.0,0
2474_160,2474,0,1.0,0.0,1
2474_231,2474,1,0.0,1.0,0
2474_345,2474,1,0,0,0
2474_382,2474,1,0.0,1.0,0
2474_411,2474,0,0.0,1.0,0
2474_50,2474,1,0.0,1.0,0
2474_538,2474,0,0.0,0.0,0
2475_130,2475,0,0.0,0.0,1
2475_132,2475,0,0.0,1.0,0
2475_137,2475,1,1.0,1.0,0
2475_181,2475,0,0.0,0.0,1
2475_213,2475,1,0.0,1.0,0
2475_243,2475,1,1,0,0
2475_25,2475,0,1.0,0.0,1
2475_54,2475,0,0.0,1.0,0
2475_7,2475,1,0,1,0
2476_156,2476,1,0.0,0.0,0
2476_160,2476,0,0,0,0
2476_218,2476,0,0,1,0
2476_238,2476,0,0.0,0.0,1
2476_284,2476,1,0.0,0.0,0
2476_298,2476,0,0,0,0
2476_30,2476,1,0.0,1.0,0
2476_300,2476,0,0.0,0.0,0
2476_324,2476,0,0,0,0
2476_371,2476,1,0.0,1.0,0
2476_91,2476,1,0.0,1.0,0
2477_114,2477,0,0.0,1.0,0
2477_158,2477,0,1.0,1.0,0
2477_28,2477,0,0.0,0.0,1
2477_7,2477,0,0.0,1.0,0
2477_70,2477,1,1.0,1.0,0
2477_80,2477,0,0.0,1.0,0
2477_84,2477,1,1.0,1.0,0
2478_130,2478,0,0.0,1.0,0
2478_138,2478,0,1.0,0.0,0
2478_51,2478,0,0.0,1.0,0
2478_7,2478,0,0.0,1.0,0
2478_80,2478,1,0.0,1.0,0
2478_84,2478,0,1.0,1.0,0
2478_95,2478,1,1.0,1.0,0
2482_117,2482,0,0,0,1
2482_18,2482,0,0.0,1.0,1
2482_331,2482,0,0.0,0.0,0
2482_380,2482,0,0.0,0.0,1
2482_519,2482,1,0,0,0
2482_593,2482,0,0.0,0.0,1
2482_84,2482,1,1.0,1.0,0
2482_91,2482,0,0.0,0.0,1
2482_93,2482,1,0.0,1.0,0
2483_139,2483,1,0.0,1.0,0
2483_208,2483,0,0.0,0.0,1
2483_250,2483,1,0.0,0.0,0
2483_265,2483,0,1.0,0.0,1
2483_27,2483,1,0.0,1.0,0
2483_329,2483,1,1.0,1.0,0
2483_82,2483,0,0.0,1.0,0
2484_124,2484,1,0.0,1.0,0
2484_220,2484,1,1.0,1.0,0
2484_232,2484,1,1.0,1.0,0
2484_236,2484,1,0.0,1.0,0
2484_259,2484,0,1.0,1.0,1
2484_285,2484,1,1,1,0
2484_294,2484,1,1.0,1.0,0
2484_296,2484,1,0.0,1.0,0
2485_123,2485,1,1.0,1.0,0
2485_127,2485,0,0,0,0
2485_164,2485,0,0.0,0.0,0
2485_186,2485,1,0.0,1.0,0
2485_234,2485,0,0.0,0.0,1
2485_272,2485,0,0.0,0.0,1
2485_60,2485,0,0.0,1.0,1
2485_64,2485,1,0.0,1.0,0
2486_0,2486,0,0.0,0.0,1
2486_138,2486,0,0.0,1.0,0
2486_158,2486,0,1.0,1.0,0
2486_166,2486,0,0.0,1.0,0
2486_20,2486,1,0.0,1.0,0
2486_26,2486,1,0.0,1.0,0
2486_46,2486,1,0.0,1.0,0
2487_50,2487,1,1.0,1.0,0
2487_52,2487,1,0.0,1.0,0
2487_70,2487,1,0.0,1.0,0
2487_74,2487,0,0.0,1.0,0
2487_76,2487,0,0.0,1.0,0
2487_8,2487,1,0.0,0.0,0
2487_82,2487,0,0.0,1.0,0
2488_102,2488,0,0.0,1.0,0
2488_141,2488,0,1.0,1.0,1
2488_171,2488,1,0.0,1.0,1
2488_225,2488,0,0.0,1.0,0
2488_260,2488,0,0.0,0.0,1
2488_277,2488,0,0.0,0.0,1
2488_56,2488,0,0.0,1.0,1
2489_0,2489,0,0.0,1.0,1
2489_22,2489,0,0.0,0.0,1
2489_41,2489,0,0.0,0.0,1
2489_49,2489,1,1.0,0.0,0
2489_61,2489,0,0.0,1.0,0
2489_65,2489,1,1.0,0.0,0
2489_67,2489,0,0.0,0.0,0
2490_141,2490,0,0.0,1.0,1
2490_156,2490,1,1.0,1.0,0
2490_232,2490,1,0.0,1.0,0
2490_249,2490,0,0.0,1.0,0
2490_25,2490,0,0.0,1.0,1
2490_43,2490,1,0.0,1.0,0
2490_74,2490,0,0,0,0
2490_98,2490,0,0.0,1.0,0
2491_127,2491,1,1.0,1.0,0
2491_15,2491,1,0.0,0.0,0
2491_174,2491,0,0.0,1.0,0
2491_211,2491,1,0.0,1.0,0
2491_236,2491,0,0.0,1.0,0
2491_28,2491,1,1.0,1.0,0
2491_87,2491,1,0.0,0.0,0
2492_136,2492,0,0,0,0
2492_137,2492,0,0.0,0.0,0
2492_219,2492,1,1.0,1.0,0
2492_237,2492,0,0,1,0
2492_243,2492,1,0,0,0
2492_30,2492,1,0.0,1.0,0
2492_330,2492,0,0.0,1.0,0
2492_36,2492,0,0.0,0.0,0
2492_375,2492,0,0.0,0.0,0
2492_93,2492,1,0.0,1.0,0
2493_101,2493,0,0.0,1.0,0
2493_119,2493,1,0,0,0
2493_138,2493,1,0.0,0.0,0
2493_153,2493,1,1.0,1.0,0
2493_218,2493,1,1.0,1.0,0
2493_236,2493,0,0.0,0.0,1
2493_61,2493,0,0.0,0.0,1
2493_83,2493,0,0.0,1.0,0
2494_127,2494,0,0,1,0
2494_139,2494,0,0,0,0
2494_145,2494,0,0.0,1.0,0
2494_157,2494,0,0,1,0
2494_191,2494,1,1,1,0
2494_201,2494,0,1.0,1.0,0
2494_242,2494,0,1.0,1.0,0
2494_267,2494,0,0.0,1.0,0
2494_30,2494,0,1.0,1.0,0
2494_327,2494,1,0.0,1.0,0
2494_385,2494,0,0,1,0
2494_60,2494,1,1.0,0.0,0
2494_97,2494,0,0,0,0
2495_136,2495,1,0.0,1.0,0
2495_138,2495,0,0.0,1.0,0
2495_157,2495,1,1.0,1.0,0
2495_20,2495,0,1.0,1.0,0
2495_8,2495,1,0.0,1.0,0
2495_80,2495,1,1.0,1.0,0
2495_90,2495,1,1.0,1.0,0
2511_115,2511,1,0.0,1.0,0
2511_167,2511,0,0,1,0
2511_174,2511,1,0.0,1.0,0
2511_246,2511,0,0.0,1.0,0
2511_283,2511,0,0,0,0
2511_401,2511,1,0.0,1.0,1
2511_428,2511,1,0.0,0.0,0
2511_51,2511,1,0.0,1.0,0
2511_555,2511,0,0.0,0.0,0
2512_115,2512,1,0.0,0.0,0
2512_149,2512,0,0.0,0.0,1
2512_168,2512,0,0.0,1.0,0
2512_272,2512,1,0.0,1.0,0
2512_291,2512,0,0.0,0.0,1
2512_298,2512,0,0.0,0.0,1
2512_313,2512,0,0.0,1.0,0
2512_323,2512,0,0,0,0
2515_125,2515,1,0.0,1.0,0
2515_144,2515,1,0.0,1.0,0
2515_150,2515,1,0.0,1.0,0
2515_154,2515,0,0.0,1.0,0
2515_230,2515,0,0.0,1.0,0
2515_34,2515,0,0.0,1.0,1
2515_60,2515,0,0.0,1.0,0
2516_133,2516,0,0.0,1.0,0
2516_160,2516,1,0.0,1.0,0
2516_214,2516,0,0.0,0.0,1
2516_236,2516,0,0.0,1.0,0
2516_24,2516,0,0.0,0.0,1
2516_62,2516,0,0.0,0.0,1
2516_84,2516,0,0.0,1.0,1
2517_123,2517,1,0.0,1.0,0
2517_131,2517,1,0.0,1.0,0
2517_150,2517,1,0.0,0.0,0
2517_161,2517,1,0.0,1.0,0
2517_18,2517,0,0.0,0.0,1
2517_57,2517,0,0.0,1.0,0
2517_8,2517,1,1.0,1.0,0
2518_18,2518,1,1.0,1.0,0
2518_199,2518,1,0,1,0
2518_308,2518,0,0.0,1.0,0
2518_390,2518,0,0.0,0.0,1
2518_404,2518,1,0.0,1.0,0
2518_449,2518,0,1.0,1.0,1
2518_463,2518,1,0.0,0.0,0
2518_529,2518,1,0.0,1.0,0
2518_591,2518,0,0,0,0
2519_101,2519,1,1.0,0.0,0
2519_118,2519,0,0.0,0.0,1
2519_130,2519,0,0.0,1.0,0
2519_179,2519,0,0,1,0
2519_49,2519,0,0.0,1.0,1
2519_81,2519,1,0.0,0.0,0
2519_85,2519,0,0.0,0.0,1
2519_9,2519,1,0.0,1.0,0
2520_109,2520,1,1.0,0.0,0
2520_146,2520,0,1.0,1.0,0
2520_164,2520,1,1.0,1.0,0
2520_244,2520,0,0.0,1.0,0
2520_248,2520,0,0,1,0
2520_266,2520,0,0.0,1.0,0
2520_6,2520,0,0,1,0
2520_67,2520,0,0.0,1.0,0
2520_90,2520,1,1.0,1.0,0
2521_11,2521,0,0.0,1.0,0
2521_157,2521,0,0.0,0.0,1
2521_236,2521,1,1.0,1.0,0
2521_340,2521,1,0,1,0
2521_373,2521,0,0.0,0.0,1
2521_416,2521,1,0.0,0.0,0
2521_462,2521,1,0.0,1.0,0
2521_490,2521,1,0.0,1.0,0
2521_502,2521,1,0,1,0
2522_107,2522,1,1,0,0
2522_119,2522,1,1.0,1.0,0
2522_175,2522,0,0.0,0.0,1
2522_208,2522,0,0.0,1.0,1
2522_25,2522,0,0.0,1.0,0
2522_251,2522,0,0.0,0.0,1
2522_285,2522,0,1.0,0.0,1
2522_39,2522,1,0.0,1.0,0
2522_74,2522,1,1,0,0
2523_104,2523,0,0,1,0
2523_127,2523,1,0.0,1.0,0
2523_139,2523,0,0.0,0.0,0
2523_216,2523,1,0.0,1.0,0
2523_25,2523,1,1.0,1.0,0
2523_260,2523,1,0.0,1.0,0
2523_39,2523,0,0.0,0.0,0
2523_89,2523,0,1.0,1.0,0
2524_109,2524,0,1.0,1.0,1
2524_125,2524,0,0.0,1.0,1
2524_131,2524,1,0.0,1.0,0
2524_135,2524,0,0.0,1.0,0
2524_208,2524,0,0.0,1.0,0
2524_23,2524,0,0.0,1.0,1
2524_41,2524,0,1.0,1.0,0
2524_89,2524,0,0,1,0
2525_117,2525,0,0.0,1.0,0
2525_224,2525,0,0.0,0.0,1
2525_261,2525,0,0.0,1.0,0
2525_291,2525,1,1.0,0.0,0
2525_299,2525,1,1.0,1.0,0
2525_343,2525,0,0.0,1.0,1
2525_62,2525,0,0.0,0.0,1
2526_182,2526,1,1.0,1.0,0
2526_207,2526,1,1,1,0
2526_23,2526,0,0.0,0.0,0
2526_272,2526,1,1.0,1.0,0
2526_285,2526,0,0.0,0.0,0
2526_31,2526,0,0.0,0.0,1
2526_41,2526,0,0.0,0.0,1
2526_75,2526,0,0.0,1.0,1
2527_1,2527,1,0.0,1.0,0
2527_128,2527,0,0.0,0.0,0
2527_150,2527,0,0.0,0.0,1
2527_21,2527,0,0.0,0.0,1
2527_38,2527,0,0.0,0.0,1
2527_58,2527,0,0.0,0.0,1
2527_9,2527,1,0.0,1.0,0
2528_47,2528,0,0.0,1.0,0
2528_49,2528,1,0.0,1.0,0
2528_6,2528,1,0.0,0.0,0
2528_67,2528,1,0.0,0.0,0
2528_74,2528,1,0.0,1.0,0
2528_78,2528,1,0.0,0.0,0
2528_82,2528,1,1.0,0.0,0
2529_0,2529,0,0.0,0.0,1
2529_130,2529,1,1.0,1.0,0
2529_148,2529,0,0.0,1.0,1
2529_21,2529,0,0.0,0.0,0
2529_38,2529,1,0.0,1.0,0
2529_58,2529,0,0.0,1.0,0
2529_8,2529,0,0.0,0.0,1
2530_140,2530,1,0,1,0
2530_160,2530,1,0.0,0.0,0
2530_180,2530,1,0,1,0
2530_192,2530,1,0.0,1.0,0
2530_194,2530,0,0.0,1.0,1
2530_256,2530,1,0.0,1.0,0
2530_375,2530,1,0.0,1.0,0
2530_484,2530,0,0.0,0.0,0
2530_541,2530,1,0.0,1.0,0
2531_128,2531,0,0.0,1.0,0
2531_158,2531,0,0.0,1.0,1
2531_187,2531,0,0.0,0.0,1
2531_190,2531,0,0.0,1.0,1
2531_20,2531,1,1.0,1.0,0
2531_60,2531,0,0.0,1.0,0
2531_8,2531,1,0.0,1.0,0
2532_141,2532,1,0.0,1.0,0
2532_192,2532,0,0.0,0.0,1
2532_20,2532,0,0.0,1.0,1
2532_70,2532,1,1.0,1.0,0
2532_72,2532,0,0.0,1.0,1
2532_8,2532,1,0.0,1.0,0
2532_80,2532,0,0.0,1.0,1
2533_0,2533,0,0.0,1.0,1
2533_113,2533,0,0,1,0
2533_133,2533,1,0.0,1.0,0
2533_20,2533,0,0.0,1.0,1
2533_70,2533,1,0.0,1.0,0
2533_8,2533,1,0.0,1.0,0
2533_89,2533,1,0.0,0.0,1
2533_93,2533,1,0.0,1.0,0
2534_133,2534,0,1.0,1.0,1
2534_19,2534,1,0.0,1.0,0
2534_225,2534,1,1.0,1.0,0
2534_237,2534,1,0.0,0.0,1
2534_31,2534,1,0.0,0.0,0
2534_374,2534,0,0.0,0.0,1
2534_386,2534,0,0.0,1.0,1
2534_399,2534,0,0,1,0
2534_5,2534,0,0,1,0
2535_112,2535,0,0.0,0.0,0
2535_18,2535,1,1.0,1.0,0
2535_32,2535,1,0.0,1.0,0
2535_56,2535,1,0.0,1.0,0
2535_8,2535,1,0.0,1.0,0
2535_80,2535,1,0.0,1.0,0
2535_90,2535,0,1.0,1.0,0
2540_0,2540,0,0.0,0.0,1
2540_10,2540,1,1.0,0.0,0
2540_133,2540,0,0.0,1.0,0
2540_22,2540,1,0.0,1.0,0
2540_73,2540,0,0.0,1.0,0
2540_93,2540,1,0.0,1.0,0
2540_97,2540,1,0.0,0.0,0
2541_12,2541,0,1.0,1.0,1
2541_164,2541,0,0.0,1.0,1
2541_225,2541,0,0,1,0
2541_254,2541,0,0,0,0
2541_257,2541,0,0.0,1.0,1
2541_388,2541,1,0,1,0
2541_419,2541,0,0.0,0.0,0
2541_453,2541,0,0.0,1.0,0
2541_462,2541,0,0.0,0.0,1
2541_470,2541,0,0.0,0.0,1
2543_129,2543,0,0.0,1.0,0
2543_140,2543,0,0.0,1.0,0
2543_175,2543,0,0,1,0
2543_189,2543,0,0.0,1.0,0
2543_62,2543,0,1.0,0.0,1
2543_82,2543,1,1.0,1.0,0
2543_87,2543,1,1.0,1.0,0
2543_98,2543,1,0.0,1.0,0
2544_132,2544,1,0.0,1.0,0
2544_18,2544,1,0.0,1.0,0
2544_30,2544,0,0.0,0.0,0
2544_385,2544,1,0.0,1.0,0
2544_400,2544,0,0.0,0.0,1
2544_410,2544,1,0,1,0
2544_438,2544,1,0.0,1.0,0
2544_50,2544,1,0.0,1.0,0
2556_12,2556,0,0.0,1.0,1
2556_151,2556,0,0.0,1.0,0
2556_226,2556,1,0.0,0.0,0
2556_357,2556,0,0.0,0.0,1
2556_388,2556,0,0.0,0.0,1
2556_396,2556,1,0.0,0.0,0
2556_403,2556,0,0.0,1.0,1
2557_112,2557,1,0.0,1.0,0
2557_191,2557,0,0.0,0.0,1
2557_206,2557,0,0.0,0.0,1
2557_214,2557,0,0.0,1.0,0
2557_220,2557,0,1.0,0.0,0
2557_274,2557,0,0,0,0
2557_288,2557,0,0.0,0.0,1
2557_59,2557,1,0.0,0.0,0
2558_102,2558,0,0.0,0.0,1
2558_119,2558,0,0.0,0.0,1
2558_138,2558,0,1.0,1.0,1
2558_168,2558,0,0,1,0
2558_170,2558,1,0,1,0
2558_47,2558,0,0.0,1.0,1
2558_8,2558,1,0.0,1.0,0
2558_83,2558,0,0.0,0.0,0
2558_89,2558,0,0.0,0.0,1
2559_137,2559,1,0.0,1.0,0
2559_150,2559,0,0.0,1.0,1
2559_227,2559,0,0.0,1.0,0
2559_279,2559,0,0.0,0.0,1
2559_311,2559,0,0.0,0.0,0
2559_32,2559,1,1.0,0.0,0
2559_376,2559,0,0.0,0.0,0
2559_49,2559,0,0,0,0
2561_134,2561,1,0.0,0.0,0
2561_142,2561,0,0.0,0.0,0
2561_154,2561,0,0.0,0.0,0
2561_200,2561,1,0.0,1.0,0
2561_21,2561,0,0.0,1.0,1
2561_61,2561,0,0.0,0.0,1
2561_8,2561,0,0.0,1.0,0
2563_140,2563,1,1.0,1.0,0
2563_174,2563,0,0,0,0
2563_194,2563,1,0.0,1.0,0
2563_234,2563,0,0.0,0.0,0
2563_260,2563,1,1.0,1.0,0
2563_30,2563,1,0.0,1.0,0
2563_321,2563,0,0.0,0.0,1
2563_60,2563,0,0.0,1.0,0
2565_10,2565,0,0.0,0.0,1
2565_332,2565,0,0.0,1.0,1
2565_390,2565,0,0.0,1.0,1
2565_426,2565,1,1.0,0.0,0
2565_438,2565,0,0.0,0.0,1
2565_466,2565,1,1.0,1.0,1
2565_48,2565,0,0.0,0.0,1
2566_105,2566,1,1.0,1.0,0
2566_157,2566,1,0.0,1.0,0
2566_213,2566,0,0.0,1.0,0
2566_25,2566,0,0.0,1.0,0
2566_260,2566,0,0.0,1.0,0
2566_287,2566,1,0.0,1.0,0
2566_39,2566,0,1.0,1.0,0
2568_224,2568,0,0.0,1.0,1
2568_278,2568,0,0.0,0.0,1
2568_29,2568,0,0.0,1.0,0
2568_338,2568,0,0.0,1.0,0
2568_355,2568,0,0.0,1.0,0
2568_357,2568,0,0,1,0
2568_406,2568,0,0.0,1.0,0
2568_431,2568,0,0.0,1.0,0
2568_65,2568,0,0,0,0
2569_110,2569,1,0.0,1.0,0
2569_398,2569,0,0,0,0
2569_424,2569,0,0,1,0
2569_441,2569,0,0,1,0
2569_558,2569,0,0.0,0.0,1
2569_607,2569,1,0.0,1.0,0
2569_64,2569,1,0.0,1.0,0
2569_746,2569,0,0.0,0.0,1
2569_799,2569,1,0.0,1.0,0
2569_833,2569,1,0,1,0
2569_840,2569,0,0.0,1.0,0
2571_168,2571,0,1.0,1.0,1
2571_246,2571,1,1.0,0.0,0
2571_280,2571,0,0.0,0.0,1
2571_345,2571,0,0.0,0.0,1
2571_411,2571,1,1,1,0
2571_452,2571,1,0.0,1.0,0
2571_521,2571,0,0.0,0.0,1
2571_90,2571,1,0.0,1.0,0
2572_0,2572,0,0.0,0.0,1
2572_118,2572,1,0.0,1.0,0
2572_142,2572,0,0.0,1.0,0
2572_148,2572,0,0.0,0.0,1
2572_20,2572,1,0.0,0.0,0
2572_24,2572,1,1.0,1.0,0
2572_46,2572,0,0.0,1.0,0
2573_131,2573,1,0.0,0.0,1
2573_134,2573,0,0.0,0.0,1
2573_137,2573,0,0.0,0.0,1
2573_139,2573,0,0.0,0.0,0
2573_240,2573,0,0.0,0.0,1
2573_32,2573,0,0.0,0.0,1
2573_50,2573,1,0.0,0.0,0
2574_208,2574,0,0.0,1.0,1
2574_27,2574,0,0.0,1.0,0
2574_283,2574,0,0.0,0.0,1
2574_297,2574,0,0.0,0.0,1
2574_35,2574,1,0.0,1.0,0
2574_45,2574,1,0.0,0.0,0
2574_81,2574,0,0.0,1.0,1
